Freq. V(vout)/V(vin)
1.00000000000000e+02,-1.81789259813782e+00,-1.28829142399091e+00
1.00230523807790e+02,-1.81862538599198e+00,-1.28990904567510e+00
1.00461579027840e+02,-1.81935953623244e+00,-1.29153264579445e+00
1.00693166885180e+02,-1.82009506285964e+00,-1.29316223152854e+00
1.00925288607668e+02,-1.82083197990234e+00,-1.29479781005146e+00
1.01157945425990e+02,-1.82157030141770e+00,-1.29643938853187e+00
1.01391138573668e+02,-1.82231004149152e+00,-1.29808697413288e+00
1.01624869287070e+02,-1.82305121423835e+00,-1.29974057401204e+00
1.01859138805412e+02,-1.82379383380177e+00,-1.30140019532130e+00
1.02093948370768e+02,-1.82453791435452e+00,-1.30306584520700e+00
1.02329299228075e+02,-1.82528347009863e+00,-1.30473753080974e+00
1.02565192625141e+02,-1.82603051526566e+00,-1.30641525926442e+00
1.02801629812647e+02,-1.82677906411691e+00,-1.30809903770018e+00
1.03038612044162e+02,-1.82752913094348e+00,-1.30978887324028e+00
1.03276140576140e+02,-1.82828073006659e+00,-1.31148477300216e+00
1.03514216667934e+02,-1.82903387583766e+00,-1.31318674409730e+00
1.03752841581801e+02,-1.82978858263855e+00,-1.31489479363122e+00
1.03992016582906e+02,-1.83054486488170e+00,-1.31660892870338e+00
1.04231742939330e+02,-1.83130273701041e+00,-1.31832915640721e+00
1.04472021922080e+02,-1.83206221349883e+00,-1.32005548382993e+00
1.04712854805090e+02,-1.83282330885237e+00,-1.32178791805262e+00
1.04954242865232e+02,-1.83358603760773e+00,-1.32352646615007e+00
1.05196187382322e+02,-1.83435041433310e+00,-1.32527113519074e+00
1.05438689639126e+02,-1.83511645362845e+00,-1.32702193223674e+00
1.05681750921366e+02,-1.83588417012560e+00,-1.32877886434372e+00
1.05925372517729e+02,-1.83665357848847e+00,-1.33054193856084e+00
1.06169555719872e+02,-1.83742469341317e+00,-1.33231116193063e+00
1.06414301822431e+02,-1.83819752962839e+00,-1.33408654148906e+00
1.06659612123026e+02,-1.83897210189531e+00,-1.33586808426532e+00
1.06905487922266e+02,-1.83974842500806e+00,-1.33765579728186e+00
1.07151930523760e+02,-1.84052651379373e+00,-1.33944968755426e+00
1.07398941234124e+02,-1.84130638311258e+00,-1.34124976209118e+00
1.07646521362983e+02,-1.84208804785829e+00,-1.34305602789426e+00
1.07894672222983e+02,-1.84287152295815e+00,-1.34486849195812e+00
1.08143395129794e+02,-1.84365682337312e+00,-1.34668716127014e+00
1.08392691402120e+02,-1.84444396409820e+00,-1.34851204281054e+00
1.08642562361706e+02,-1.84523296016253e+00,-1.35034314355221e+00
1.08893009333343e+02,-1.84602382662952e+00,-1.35218047046061e+00
1.09144033644875e+02,-1.84681657859716e+00,-1.35402403049377e+00
1.09395636627209e+02,-1.84761123119813e+00,-1.35587383060210e+00
1.09647819614318e+02,-1.84840779960003e+00,-1.35772987772843e+00
1.09900583943252e+02,-1.84920629900556e+00,-1.35959217880779e+00
1.10153930954141e+02,-1.85000674465268e+00,-1.36146074076741e+00
1.10407861990207e+02,-1.85080915181486e+00,-1.36333557052661e+00
1.10662378397766e+02,-1.85161353580122e+00,-1.36521667499667e+00
1.10917481526240e+02,-1.85241991195676e+00,-1.36710406108081e+00
1.11173172728159e+02,-1.85322829566251e+00,-1.36899773567399e+00
1.11429453359173e+02,-1.85403870233579e+00,-1.37089770566293e+00
1.11686324778056e+02,-1.85485114743033e+00,-1.37280397792591e+00
1.11943788346715e+02,-1.85566564643651e+00,-1.37471655933276e+00
1.12201845430196e+02,-1.85648221488155e+00,-1.37663545674468e+00
1.12460497396692e+02,-1.85730086832966e+00,-1.37856067701417e+00
1.12719745617551e+02,-1.85812162238230e+00,-1.38049222698495e+00
1.12979591467279e+02,-1.85894449267834e+00,-1.38243011349180e+00
1.13240036323555e+02,-1.85976949489424e+00,-1.38437434336051e+00
1.13501081567231e+02,-1.86059664474426e+00,-1.38632492340771e+00
1.13762728582343e+02,-1.86142595798068e+00,-1.38828186044082e+00
1.14024978756116e+02,-1.86225745039396e+00,-1.39024516125790e+00
1.14287833478977e+02,-1.86309113781293e+00,-1.39221483264753e+00
