Freq.,V(vout)/V(vin)
1.87068214036577e+02,-2.12515165984740e+00,-1.97208808274362e+00
1.87499450806739e+02,-2.12690894487481e+00,-1.97555589298555e+00
1.87931681680324e+02,-2.12867307608907e+00,-1.97903096066666e+00
1.88364908948977e+02,-2.13044408194919e+00,-1.98251328453686e+00
1.88799134909627e+02,-2.13222199098557e+00,-1.98600286326363e+00
1.89234361864495e+02,-2.13400683179980e+00,-1.98949969543131e+00
1.89670592121112e+02,-2.13579863306472e+00,-1.99300377954055e+00
1.90107827992327e+02,-2.13759742352445e+00,-1.99651511400776e+00
1.90546071796322e+02,-2.13940323199428e+00,-2.00003369716439e+00
1.90985325856621e+02,-2.14121608736078e+00,-2.00355952725643e+00
1.91425592502106e+02,-2.14303601858165e+00,-2.00709260244368e+00
1.91866874067026e+02,-2.14486305468581e+00,-2.01063292079927e+00
1.92309172891013e+02,-2.14669722477329e+00,-2.01418048030893e+00
1.92752491319091e+02,-2.14853855801526e+00,-2.01773527887039e+00
1.93196831701689e+02,-2.15038708365401e+00,-2.02129731429283e+00
1.93642196394658e+02,-2.15224283100283e+00,-2.02486658429615e+00
1.94088587759275e+02,-2.15410582944606e+00,-2.02844308651042e+00
1.94536008162263e+02,-2.15597610843899e+00,-2.03202681847519e+00
1.94984459975802e+02,-2.15785369750789e+00,-2.03561777763892e+00
1.95433945577536e+02,-2.15973862624991e+00,-2.03921596135829e+00
1.95884467350596e+02,-2.16163092433301e+00,-2.04282136689756e+00
1.96336027683602e+02,-2.16353062149598e+00,-2.04643399142798e+00
1.96788628970681e+02,-2.16543774754829e+00,-2.05005383202710e+00
1.97242273611482e+02,-2.16735233237012e+00,-2.05368088567810e+00
1.97696964011183e+02,-2.16927440591225e+00,-2.05731514926925e+00
1.98152702580507e+02,-2.17120399819599e+00,-2.06095661959313e+00
1.98609491735734e+02,-2.17314113931314e+00,-2.06460529334601e+00
1.99067333898716e+02,-2.17508585942588e+00,-2.06826116712727e+00
1.99526231496885e+02,-2.17703818876668e+00,-2.07192423743860e+00
1.99986186963271e+02,-2.17899815763834e+00,-2.07559450068353e+00
2.00447202736513e+02,-2.18096579641373e+00,-2.07927195316656e+00
2.00909281260870e+02,-2.18294113553584e+00,-2.08295659109262e+00
2.01372424986236e+02,-2.18492420551758e+00,-2.08664841056635e+00
2.01836636368153e+02,-2.18691503694180e+00,-2.09034740759147e+00
2.02301917867824e+02,-2.18891366046111e+00,-2.09405357807006e+00
2.02768271952125e+02,-2.19092010679779e+00,-2.09776691780191e+00
2.03235701093619e+02,-2.19293440674372e+00,-2.10148742248382e+00
2.03704207770569e+02,-2.19495659116020e+00,-2.10521508770893e+00
2.04173794466950e+02,-2.19698669097792e+00,-2.10894990896604e+00
2.04644463672464e+02,-2.19902473719680e+00,-2.11269188163893e+00
2.05116217882553e+02,-2.20107076088583e+00,-2.11644100100559e+00
2.05589059598411e+02,-2.20312479318305e+00,-2.12019726223770e+00
2.06062991326997e+02,-2.20518686529530e+00,-2.12396066039974e+00
2.06538015581050e+02,-2.20725700849815e+00,-2.12773119044841e+00
2.07014134879101e+02,-2.20933525413578e+00,-2.13150884723190e+00
2.07491351745488e+02,-2.21142163362079e+00,-2.13529362548921e+00
2.07969668710366e+02,-2.21351617843411e+00,-2.13908551984941e+00
2.08449088309726e+02,-2.21561892012474e+00,-2.14288452483092e+00
2.08929613085401e+02,-2.21772989030978e+00,-2.14669063484089e+00
2.09411245585086e+02,-2.21984912067405e+00,-2.15050384417436e+00
2.09893988362349e+02,-2.22197664297013e+00,-2.15432414701368e+00
2.10377843976644e+02,-2.22411248901808e+00,-2.15815153742767e+00
2.10862814993325e+02,-2.22625669070528e+00,-2.16198600937100e+00
2.11348903983661e+02,-2.22840927998628e+00,-2.16582755668341e+00
2.11836113524847e+02,-2.23057028888259e+00,-2.16967617308898e+00
2.12324446200018e+02,-2.23273974948257e+00,-2.17353185219551e+00
2.12813904598268e+02,-2.23491769394112e+00,-2.17739458749361e+00
2.13304491314654e+02,-2.23710415447957e+00,-2.18126437235614e+00
2.13796208950220e+02,-2.23929916338555e+00,-2.18514120003742e+00
2.14289060112002e+02,-2.24150275301256e+00,-2.18902506367241e+00
2.14783047413050e+02,-2.24371495578001e+00,-2.19291595627612e+00
2.15278173472434e+02,-2.24593580417288e+00,-2.19681387074277e+00
2.15774440915263e+02,-2.24816533074149e+00,-2.20071879984506e+00
2.16271852372698e+02,-2.25040356810143e+00,-2.20463073623351e+00
2.16770410481966e+02,-2.25265054893309e+00,-2.20854967243559e+00
2.17270117886371e+02,-2.25490630598165e+00,-2.21247560085503e+00
2.17770977235312e+02,-2.25717087205674e+00,-2.21640851377114e+00
2.18272991184296e+02,-2.25944428003221e+00,-2.22034840333791e+00
2.18776162394951e+02,-2.26172656284591e+00,-2.22429526158339e+00
2.19280493535041e+02,-2.26401775349942e+00,-2.22824908040888e+00
2.19785987278479e+02,-2.26631788505780e+00,-2.23220985158812e+00
2.20292646305342e+02,-2.26862699064932e+00,-2.23617756676666e+00
2.20800473301886e+02,-2.27094510346524e+00,-2.24015221746097e+00
2.21309470960560e+02,-2.27327225675950e+00,-2.24413379505777e+00
2.21819641980018e+02,-2.27560848384840e+00,-2.24812229081313e+00
2.22330989065136e+02,-2.27795381811050e+00,-2.25211769585195e+00
2.22843514927026e+02,-2.28030829298610e+00,-2.25612000116689e+00
2.23357222283049e+02,-2.28267194197708e+00,-2.26012919761783e+00
2.23872113856830e+02,-2.28504479864663e+00,-2.26414527593094e+00
2.24388192378273e+02,-2.28742689661887e+00,-2.26816822669806e+00
2.24905460583574e+02,-2.28981826957856e+00,-2.27219804037575e+00
2.25423921215239e+02,-2.29221895127091e+00,-2.27623470728469e+00
2.25943577022094e+02,-2.29462897550102e+00,-2.28027821760869e+00
2.26464430759302e+02,-2.29704837613380e+00,-2.28432856139412e+00
2.26986485188378e+02,-2.29947718709355e+00,-2.28838572854901e+00
2.27509743077203e+02,-2.30191544236356e+00,-2.29244970884226e+00
2.28034207200038e+02,-2.30436317598588e+00,-2.29652049190290e+00
2.28559880337539e+02,-2.30682042206090e+00,-2.30059806721925e+00
2.29086765276773e+02,-2.30928721474706e+00,-2.30468242413817e+00
2.29614864811232e+02,-2.31176358826047e+00,-2.30877355186427e+00
2.30144181740846e+02,-2.31424957687451e+00,-2.31287143945904e+00
2.30674718872003e+02,-2.31674521491954e+00,-2.31697607584020e+00
2.31206479017555e+02,-2.31925053678245e+00,-2.32108744978073e+00
2.31739464996843e+02,-2.32176557690635e+00,-2.32520554990820e+00
2.32273679635706e+02,-2.32429036979017e+00,-2.32933036470393e+00
2.32809125766496e+02,-2.32682494998817e+00,-2.33346188250211e+00
2.33345806228096e+02,-2.32936935210975e+00,-2.33760009148918e+00
2.33883723865931e+02,-2.33192361081889e+00,-2.34174497970285e+00
2.34422881531988e+02,-2.33448776083372e+00,-2.34589653503133e+00
2.34963282084826e+02,-2.33706183692628e+00,-2.35005474521264e+00
2.35504928389596e+02,-2.33964587392189e+00,-2.35421959783360e+00
2.36047823318053e+02,-2.34223990669889e+00,-2.35839108032921e+00
2.36591969748571e+02,-2.34484397018810e+00,-2.36256917998172e+00
2.37137370566161e+02,-2.34745809937250e+00,-2.36675388391987e+00
2.37684028662483e+02,-2.35008232928663e+00,-2.37094517911807e+00
2.38231946935864e+02,-2.35271669501628e+00,-2.37514305239556e+00
2.38781128291313e+02,-2.35536123169796e+00,-2.37934749041561e+00
2.39331575640534e+02,-2.35801597451843e+00,-2.38355847968469e+00
2.39883291901944e+02,-2.36068095871428e+00,-2.38777600655169e+00
2.40436280000689e+02,-2.36335621957146e+00,-2.39200005720707e+00
2.40990542868655e+02,-2.36604179242474e+00,-2.39623061768202e+00
2.41546083444489e+02,-2.36873771265722e+00,-2.40046767384769e+00
2.42102904673613e+02,-2.37144401569993e+00,-2.40471121141432e+00
2.42661009508237e+02,-2.37416073703120e+00,-2.40896121593042e+00
2.43220400907377e+02,-2.37688791217628e+00,-2.41321767278200e+00
2.43781081836870e+02,-2.37962557670674e+00,-2.41748056719167e+00
2.44343055269392e+02,-2.38237376623993e+00,-2.42174988421787e+00
2.44906324184470e+02,-2.38513251643857e+00,-2.42602560875402e+00
2.45470891568498e+02,-2.38790186301009e+00,-2.43030772552768e+00
2.46036760414758e+02,-2.39068184170614e+00,-2.43459621909975e+00
2.46603933723429e+02,-2.39347248832208e+00,-2.43889107386363e+00
2.47172414501608e+02,-2.39627383869636e+00,-2.44319227404438e+00
2.47742205763323e+02,-2.39908592870996e+00,-2.44749980369789e+00
2.48313310529552e+02,-2.40190879428587e+00,-2.45181364671005e+00
2.48885731828234e+02,-2.40474247138852e+00,-2.45613378679598e+00
2.49459472694290e+02,-2.40758699602314e+00,-2.46046020749909e+00
