Freq.,V(vout)/V(vin)
1.23879658653036e+02,-1.89173862019361e+00,-1.46299419151336e+00
1.24165230759240e+02,-1.89266342553787e+00,-1.46519261623004e+00
1.24451461177138e+02,-1.89359104466864e+00,-1.46739764129304e+00
1.24738351424294e+02,-1.89452149504233e+00,-1.46960927299698e+00
1.25025903021771e+02,-1.89545479416150e+00,-1.47182751762109e+00
1.25314117494141e+02,-1.89639095957513e+00,-1.47405238142911e+00
1.25602996369487e+02,-1.89733000887884e+00,-1.47628387066906e+00
1.25892541179416e+02,-1.89827195971500e+00,-1.47852199157306e+00
1.26182753459066e+02,-1.89921682977308e+00,-1.48076675035718e+00
1.26473634747114e+02,-1.90016463678961e+00,-1.48301815322112e+00
1.26765186585784e+02,-1.90111539854865e+00,-1.48527620634825e+00
1.27057410520853e+02,-1.90206913288181e+00,-1.48754091590516e+00
1.27350308101665e+02,-1.90302585766851e+00,-1.48981228804167e+00
1.27643880881134e+02,-1.90398559083616e+00,-1.49209032889051e+00
1.27938130415752e+02,-1.90494835036040e+00,-1.49437504456717e+00
1.28233058265601e+02,-1.90591415426524e+00,-1.49666644116969e+00
1.28528665994361e+02,-1.90688302062334e+00,-1.49896452477847e+00
1.28824955169313e+02,-1.90785496755608e+00,-1.50126930145603e+00
1.29121927361353e+02,-1.90883001323390e+00,-1.50358077724686e+00
1.29419584144998e+02,-1.90980817587644e+00,-1.50589895817716e+00
1.29717927098395e+02,-1.91078947375266e+00,-1.50822385025465e+00
1.30016957803328e+02,-1.91177392518120e+00,-1.51055545946835e+00
1.30316677845229e+02,-1.91276154853046e+00,-1.51289379178841e+00
1.30617088813183e+02,-1.91375236221883e+00,-1.51523885316582e+00
1.30918192299940e+02,-1.91474638471486e+00,-1.51759064953224e+00
1.31219989901920e+02,-1.91574363453753e+00,-1.51994918679980e+00
1.31522483219223e+02,-1.91674413025638e+00,-1.52231447086079e+00
1.31825673855640e+02,-1.91774789049173e+00,-1.52468650758758e+00
1.32129563418657e+02,-1.91875493391486e+00,-1.52706530283222e+00
1.32434153519466e+02,-1.91976527924829e+00,-1.52945086242640e+00
1.32739445772973e+02,-1.92077894526584e+00,-1.53184319218102e+00
1.33045441797808e+02,-1.92179595079292e+00,-1.53424229788614e+00
1.33352143216332e+02,-1.92281631470672e+00,-1.53664818531066e+00
1.33659551654643e+02,-1.92384005593634e+00,-1.53906086020205e+00
1.33967668742593e+02,-1.92486719346314e+00,-1.54148032828622e+00
1.34276496113786e+02,-1.92589774632069e+00,-1.54390659526715e+00
1.34586035405594e+02,-1.92693173359523e+00,-1.54633966682678e+00
1.34896288259165e+02,-1.92796917442568e+00,-1.54877954862466e+00
1.35207256319427e+02,-1.92901008800388e+00,-1.55122624629777e+00
1.35518941235103e+02,-1.93005449357485e+00,-1.55367976546025e+00
1.35831344658715e+02,-1.93110241043693e+00,-1.55614011170313e+00
1.36144468246594e+02,-1.93215385794190e+00,-1.55860729059412e+00
1.36458313658892e+02,-1.93320885549533e+00,-1.56108130767733e+00
1.36772882559584e+02,-1.93426742255671e+00,-1.56356216847303e+00
1.37088176616484e+02,-1.93532957863956e+00,-1.56604987847739e+00
1.37404197501251e+02,-1.93639534331169e+00,-1.56854444316217e+00
1.37720946889394e+02,-1.93746473619546e+00,-1.57104586797455e+00
1.38038426460288e+02,-1.93853777696784e+00,-1.57355415833681e+00
1.38356637897177e+02,-1.93961448536067e+00,-1.57606931964604e+00
1.38675582887188e+02,-1.94069488116088e+00,-1.57859135727394e+00
1.38995263121334e+02,-1.94177898421062e+00,-1.58112027656652e+00
1.39315680294529e+02,-1.94286681440744e+00,-1.58365608284379e+00
1.39636836105593e+02,-1.94395839170459e+00,-1.58619878139953e+00
1.39958732257261e+02,-1.94505373611106e+00,-1.58874837750102e+00
1.40281370456195e+02,-1.94615286769187e+00,-1.59130487638872e+00
1.40604752412990e+02,-1.94725580656825e+00,-1.59386828327602e+00
1.40928879842186e+02,-1.94836257291777e+00,-1.59643860334896e+00
1.41253754462274e+02,-1.94947318697459e+00,-1.59901584176595e+00
1.41579377995707e+02,-1.95058766902961e+00,-1.60160000365740e+00
1.41905752168908e+02,-1.95170603943065e+00,-1.60419109412559e+00
1.42232878712281e+02,-1.95282831858267e+00,-1.60678911824422e+00
1.42560759360218e+02,-1.95395452694797e+00,-1.60939408105822e+00
1.42889395851109e+02,-1.95508468504624e+00,-1.61200598758339e+00
1.43218789927353e+02,-1.95621881345493e+00,-1.61462484280615e+00
1.43548943335364e+02,-1.95735693280937e+00,-1.61725065168325e+00
1.43879857825583e+02,-1.95849906380286e+00,-1.61988341914138e+00
1.44211535152486e+02,-1.95964522718694e+00,-1.62252315007695e+00
1.44543977074592e+02,-1.96079544377158e+00,-1.62516984935575e+00
1.44877185354475e+02,-1.96194973442533e+00,-1.62782352181268e+00
1.45211161758773e+02,-1.96310812007547e+00,-1.63048417225138e+00
1.45545908058195e+02,-1.96427062170829e+00,-1.63315180544393e+00
1.45881426027534e+02,-1.96543726036914e+00,-1.63582642613057e+00
1.46217717445671e+02,-1.96660805716272e+00,-1.63850803901938e+00
1.46554784095590e+02,-1.96778303325321e+00,-1.64119664878590e+00
1.46892627764385e+02,-1.96896220986436e+00,-1.64389226007284e+00
1.47231250243271e+02,-1.97014560827990e+00,-1.64659487748984e+00
1.47570653327588e+02,-1.97133324984347e+00,-1.64930450561299e+00
1.47910838816819e+02,-1.97252515595889e+00,-1.65202114898460e+00
1.48251808514594e+02,-1.97372134809040e+00,-1.65474481211285e+00
1.48593564228699e+02,-1.97492184776272e+00,-1.65747549947147e+00
1.48936107771090e+02,-1.97612667656127e+00,-1.66021321549934e+00
1.49279440957898e+02,-1.97733585613242e+00,-1.66295796460026e+00
1.49623565609442e+02,-1.97854940818349e+00,-1.66570975114251e+00
1.49968483550236e+02,-1.97976735448309e+00,-1.66846857945854e+00
1.50314196609001e+02,-1.98098971686115e+00,-1.67123445384463e+00
1.50660706618673e+02,-1.98221651720921e+00,-1.67400737856059e+00
1.51008015416413e+02,-1.98344777748054e+00,-1.67678735782930e+00
1.51356124843619e+02,-1.98468351969024e+00,-1.67957439583645e+00
1.51705036745932e+02,-1.98592376591550e+00,-1.68236849673014e+00
1.52054752973248e+02,-1.98716853829576e+00,-1.68516966462058e+00
1.52405275379728e+02,-1.98841785903278e+00,-1.68797790357964e+00
1.52756605823806e+02,-1.98967175039092e+00,-1.69079321764057e+00
1.53108746168202e+02,-1.99093023469722e+00,-1.69361561079758e+00
1.53461698279928e+02,-1.99219333434160e+00,-1.69644508700552e+00
1.53815464030302e+02,-1.99346107177702e+00,-1.69928165017948e+00
1.54170045294954e+02,-1.99473346951961e+00,-1.70212530419442e+00
1.54525443953840e+02,-1.99601055014887e+00,-1.70497605288483e+00
1.54881661891247e+02,-1.99729233630779e+00,-1.70783390004429e+00
1.55238700995807e+02,-1.99857885070305e+00,-1.71069884942517e+00
1.55596563160506e+02,-1.99987011610512e+00,-1.71357090473818e+00
1.55955250282694e+02,-2.00116615534842e+00,-1.71645006965201e+00
1.56314764264094e+02,-2.00246699133157e+00,-1.71933634779302e+00
1.56675107010813e+02,-2.00377264701739e+00,-1.72222974274468e+00
1.57036280433354e+02,-2.00508314543317e+00,-1.72513025804736e+00
1.57398286446620e+02,-2.00639850967077e+00,-1.72803789719783e+00
1.57761126969933e+02,-2.00771876288676e+00,-1.73095266364889e+00
1.58124803927037e+02,-2.00904392830264e+00,-1.73387456080900e+00
1.58489319246110e+02,-2.01037402920484e+00,-1.73680359204184e+00
1.58854674859776e+02,-2.01170908894505e+00,-1.73973976066593e+00
1.59220872705115e+02,-2.01304913094018e+00,-1.74268306995420e+00
1.59587914723672e+02,-2.01439417867262e+00,-1.74563352313362e+00
1.59955802861465e+02,-2.01574425569045e+00,-1.74859112338478e+00
1.60324539069002e+02,-2.01709938560734e+00,-1.75155587384146e+00
1.60694125301286e+02,-2.01845959210290e+00,-1.75452777759018e+00
1.61064563517825e+02,-2.01982489892278e+00,-1.75750683766993e+00
1.61435855682647e+02,-2.02119532987871e+00,-1.76049305707155e+00
1.61808003764305e+02,-2.02257090884876e+00,-1.76348643873743e+00
1.62181009735891e+02,-2.02395165977736e+00,-1.76648698556109e+00
1.62554875575047e+02,-2.02533760667555e+00,-1.76949470038666e+00
1.62929603263970e+02,-2.02672877362100e+00,-1.77250958600859e+00
1.63305194789432e+02,-2.02812518475822e+00,-1.77553164517108e+00
1.63681652142779e+02,-2.02952686429864e+00,-1.77856088056772e+00
1.64058977319952e+02,-2.03093383652076e+00,-1.78159729484104e+00
1.64437172321491e+02,-2.03234612577025e+00,-1.78464089058204e+00
1.64816239152549e+02,-2.03376375646014e+00,-1.78769167032984e+00
1.65196179822900e+02,-2.03518675307082e+00,-1.79074963657108e+00
1.65576996346951e+02,-2.03661514015032e+00,-1.79381479173964e+00
1.65958690743754e+02,-2.03804894231428e+00,-1.79688713821605e+00
1.66341265037015e+02,-2.03948818424615e+00,-1.79996667832712e+00
1.66724721255104e+02,-2.04093289069733e+00,-1.80305341434547e+00
1.67109061431069e+02,-2.04238308648717e+00,-1.80614734848904e+00
1.67494287602642e+02,-2.04383879650324e+00,-1.80924848292070e+00
1.67880401812254e+02,-2.04530004570127e+00,-1.81235681974767e+00
1.68267406107045e+02,-2.04676685910542e+00,-1.81547236102117e+00
1.68655302538872e+02,-2.04823926180828e+00,-1.81859510873591e+00
1.69044093164324e+02,-2.04971727897102e+00,-1.82172506482959e+00
1.69433780044731e+02,-2.05120093582348e+00,-1.82486223118246e+00
1.69824365246172e+02,-2.05269025766427e+00,-1.82800660961682e+00
1.70215850839493e+02,-2.05418526986095e+00,-1.83115820189660e+00
1.70608238900310e+02,-2.05568599784997e+00,-1.83431700972679e+00
1.71001531509027e+02,-2.05719246713688e+00,-1.83748303475301e+00
1.71395730750840e+02,-2.05870470329647e+00,-1.84065627856103e+00
1.71790838715757e+02,-2.06022273197269e+00,-1.84383674267625e+00
1.72186857498599e+02,-2.06174657887894e+00,-1.84702442856324e+00
1.72583789199018e+02,-2.06327626979805e+00,-1.85021933762520e+00
1.72981635921508e+02,-2.06481183058234e+00,-1.85342147120351e+00
1.73380399775412e+02,-2.06635328715383e+00,-1.85663083057723e+00
1.73780082874935e+02,-2.06790066550419e+00,-1.85984741696254e+00
1.74180687339159e+02,-2.06945399169493e+00,-1.86307123151230e+00
1.74582215292048e+02,-2.07101329185737e+00,-1.86630227531552e+00
1.74984668862463e+02,-2.07257859219288e+00,-1.86954054939685e+00
1.75388050184174e+02,-2.07414991897274e+00,-1.87278605471602e+00
1.75792361395867e+02,-2.07572729853841e+00,-1.87603879216743e+00
1.76197604641161e+02,-2.07731075730152e+00,-1.87929876257952e+00
1.76603782068614e+02,-2.07890032174394e+00,-1.88256596671435e+00
1.77010895831740e+02,-2.08049601841785e+00,-1.88584040526700e+00
1.77418948089014e+02,-2.08209787394578e+00,-1.88912207886506e+00
1.77827941003890e+02,-2.08370591502077e+00,-1.89241098806811e+00
1.78237876744807e+02,-2.08532016840630e+00,-1.89570713336722e+00
1.78648757485203e+02,-2.08694066093648e+00,-1.89901051518437e+00
1.79060585403527e+02,-2.08856741951599e+00,-1.90232113387193e+00
1.79473362683250e+02,-2.09020047112020e+00,-1.90563898971211e+00
1.79887091512876e+02,-2.09183984279525e+00,-1.90896408291644e+00
1.80301774085954e+02,-2.09348556165800e+00,-1.91229641362523e+00
1.80717412601090e+02,-2.09513765489620e+00,-1.91563598190697e+00
1.81134009261958e+02,-2.09679614976843e+00,-1.91898278775785e+00
1.81551566277311e+02,-2.09846107360421e+00,-1.92233683110114e+00
1.81970085860996e+02,-2.10013245380403e+00,-1.92569811178672e+00
1.82389570231961e+02,-2.10181031783936e+00,-1.92906662959042e+00
1.82810021614272e+02,-2.10349469325271e+00,-1.93244238421353e+00
1.83231442237119e+02,-2.10518560765767e+00,-1.93582537528222e+00
1.83653834334832e+02,-2.10688308873894e+00,-1.93921560234698e+00
1.84077200146893e+02,-2.10858716425226e+00,-1.94261306488200e+00
1.84501541917945e+02,-2.11029786202468e+00,-1.94601776228470e+00
1.84926861897805e+02,-2.11201520995432e+00,-1.94942969387508e+00
1.85353162341478e+02,-2.11373923601052e+00,-1.95284885889512e+00
1.85780445509167e+02,-2.11546996823383e+00,-1.95627525650829e+00
1.86208713666284e+02,-2.11720743473607e+00,-1.95970888579889e+00
1.86637969083464e+02,-2.11895166370026e+00,-1.96314974577151e+00
1.87068214036577e+02,-2.12070268338074e+00,-1.96659783535045e+00
1.87499450806739e+02,-2.12246052210304e+00,-1.97005315337906e+00
1.87931681680324e+02,-2.12422520826398e+00,-1.97351569861921e+00
1.88364908948977e+02,-2.12599677033173e+00,-1.97698546975071e+00
1.88799134909627e+02,-2.12777523684563e+00,-1.98046246537067e+00
1.89234361864495e+02,-2.12956063641632e+00,-1.98394668399288e+00
1.89670592121112e+02,-2.13135299772570e+00,-1.98743812404726e+00
1.90107827992327e+02,-2.13315234952691e+00,-1.99093678387925e+00
1.90546071796322e+02,-2.13495872064440e+00,-1.99444266174918e+00
1.90985325856621e+02,-2.13677213997373e+00,-1.99795575583163e+00
1.91425592502106e+02,-2.13859263648173e+00,-2.00147606421490e+00
1.91866874067026e+02,-2.14042023920644e+00,-2.00500358490031e+00
1.92309172891013e+02,-2.14225497725697e+00,-2.00853831580162e+00
1.92752491319091e+02,-2.14409687981365e+00,-2.01208025474440e+00
1.93196831701689e+02,-2.14594597612786e+00,-2.01562939946544e+00
1.93642196394658e+02,-2.14780229552205e+00,-2.01918574761205e+00
1.94088587759275e+02,-2.14966586738975e+00,-2.02274929674149e+00
1.94536008162263e+02,-2.15153672119542e+00,-2.02632004432035e+00
1.94984459975802e+02,-2.15341488647446e+00,-2.02989798772383e+00
1.95433945577536e+02,-2.15530039283327e+00,-2.03348312423520e+00
1.95884467350596e+02,-2.15719326994894e+00,-2.03707545104509e+00
1.96336027683602e+02,-2.15909354756953e+00,-2.04067496525093e+00
1.96788628970681e+02,-2.16100125551371e+00,-2.04428166385617e+00
1.97242273611482e+02,-2.16291642367089e+00,-2.04789554376979e+00
1.97696964011183e+02,-2.16483908200111e+00,-2.05151660180556e+00
1.98152702580507e+02,-2.16676926053492e+00,-2.05514483468134e+00
1.98609491735734e+02,-2.16870698937338e+00,-2.05878023901855e+00
1.99067333898716e+02,-2.17065229868796e+00,-2.06242281134146e+00
1.99526231496885e+02,-2.17260521872042e+00,-2.06607254807644e+00
1.99986186963271e+02,-2.17456577978285e+00,-2.06972944555146e+00
2.00447202736513e+02,-2.17653401225743e+00,-2.07339349999527e+00
2.00909281260870e+02,-2.17850994659644e+00,-2.07706470753683e+00
2.01372424986236e+02,-2.18049361332215e+00,-2.08074306420464e+00
2.01836636368153e+02,-2.18248504302675e+00,-2.08442856592598e+00
2.02301917867824e+02,-2.18448426637221e+00,-2.08812120852636e+00
2.02768271952125e+02,-2.18649131409014e+00,-2.09182098772869e+00
2.03235701093619e+02,-2.18850621698180e+00,-2.09552789915276e+00
2.03704207770569e+02,-2.19052900591789e+00,-2.09924193831443e+00
2.04173794466950e+02,-2.19255971183849e+00,-2.10296310062503e+00
2.04644463672464e+02,-2.19459836575289e+00,-2.10669138139061e+00
2.05116217882553e+02,-2.19664499873954e+00,-2.11042677581128e+00
2.05589059598411e+02,-2.19869964194586e+00,-2.11416927898052e+00
2.06062991326997e+02,-2.20076232658816e+00,-2.11791888588450e+00
2.06538015581050e+02,-2.20283308395143e+00,-2.12167559140131e+00
2.07014134879101e+02,-2.20491194538932e+00,-2.12543939030036e+00
2.07491351745488e+02,-2.20699894232391e+00,-2.12921027724160e+00
2.07969668710366e+02,-2.20909410624552e+00,-2.13298824677482e+00
2.08449088309726e+02,-2.21119746871274e+00,-2.13677329333901e+00
2.08929613085401e+02,-2.21330906135208e+00,-2.14056541126161e+00
2.09411245585086e+02,-2.21542891585797e+00,-2.14436459475775e+00
2.09893988362349e+02,-2.21755706399240e+00,-2.14817083792958e+00
2.10377843976644e+02,-2.21969353758501e+00,-2.15198413476560e+00
2.10862814993325e+02,-2.22183836853272e+00,-2.15580447913987e+00
2.11348903983661e+02,-2.22399158879960e+00,-2.15963186481129e+00
2.11836113524847e+02,-2.22615323041672e+00,-2.16346628542291e+00
2.12324446200018e+02,-2.22832332548202e+00,-2.16730773450120e+00
2.12813904598268e+02,-2.23050190615995e+00,-2.17115620545531e+00
2.13304491314654e+02,-2.23268900468147e+00,-2.17501169157634e+00
2.13796208950220e+02,-2.23488465334373e+00,-2.17887418603661e+00
2.14289060112002e+02,-2.23708888450990e+00,-2.18274368188893e+00
2.14783047413050e+02,-2.23930173060898e+00,-2.18662017206585e+00
2.15278173472434e+02,-2.24152322413558e+00,-2.19050364937895e+00
2.15774440915263e+02,-2.24375339764965e+00,-2.19439410651803e+00
2.16271852372698e+02,-2.24599228377642e+00,-2.19829153605048e+00
2.16770410481966e+02,-2.24823991520592e+00,-2.20219593042038e+00
2.17270117886371e+02,-2.25049632469300e+00,-2.20610728194792e+00
2.17770977235312e+02,-2.25276154505699e+00,-2.21002558282856e+00
2.18272991184296e+02,-2.25503560918138e+00,-2.21395082513223e+00
2.18776162394951e+02,-2.25731855001370e+00,-2.21788300080266e+00
2.19280493535041e+02,-2.25961040056528e+00,-2.22182210165663e+00
2.19785987278479e+02,-2.26191119391084e+00,-2.22576811938314e+00
2.20292646305342e+02,-2.26422096318840e+00,-2.22972104554269e+00
2.20800473301886e+02,-2.26653974159890e+00,-2.23368087156652e+00
2.21309470960560e+02,-2.26886756240605e+00,-2.23764758875586e+00
2.21819641980018e+02,-2.27120445893594e+00,-2.24162118828110e+00
2.22330989065136e+02,-2.27355046457675e+00,-2.24560166118111e+00
2.22843514927026e+02,-2.27590561277864e+00,-2.24958899836239e+00
2.23357222283049e+02,-2.27826993705324e+00,-2.25358319059834e+00
2.23872113856830e+02,-2.28064347097348e+00,-2.25758422852849e+00
2.24388192378273e+02,-2.28302624817333e+00,-2.26159210265771e+00
2.24905460583574e+02,-2.28541830234733e+00,-2.26560680335544e+00
2.25423921215239e+02,-2.28781966725042e+00,-2.26962832085488e+00
2.25943577022094e+02,-2.29023037669759e+00,-2.27365664525225e+00
2.26464430759302e+02,-2.29265046456354e+00,-2.27769176650597e+00
2.26986485188378e+02,-2.29507996478238e+00,-2.28173367443593e+00
2.27509743077203e+02,-2.29751891134724e+00,-2.28578235872265e+00
2.28034207200038e+02,-2.29996733831005e+00,-2.28983780890652e+00
2.28559880337539e+02,-2.30242527978104e+00,-2.29390001438695e+00
2.29086765276773e+02,-2.30489276992848e+00,-2.29796896442170e+00
2.29614864811232e+02,-2.30736984297833e+00,-2.30204464812595e+00
2.30144181740846e+02,-2.30985653321390e+00,-2.30612705447163e+00
2.30674718872003e+02,-2.31235287497537e+00,-2.31021617228649e+00
2.31206479017555e+02,-2.31485890265956e+00,-2.31431199025344e+00
2.31739464996843e+02,-2.31737465071949e+00,-2.31841449690965e+00
2.32273679635706e+02,-2.31990015366390e+00,-2.32252368064578e+00
2.32809125766496e+02,-2.32243544605707e+00,-2.32663952970520e+00
2.33345806228096e+02,-2.32498056251828e+00,-2.33076203218316e+00
2.33883723865931e+02,-2.32753553772140e+00,-2.33489117602596e+00
2.34422881531988e+02,-2.33010040639453e+00,-2.33902694903021e+00
2.34963282084826e+02,-2.33267520331960e+00,-2.34316933884198e+00
2.35504928389596e+02,-2.33525996333191e+00,-2.34731833295597e+00
2.36047823318053e+02,-2.33785472131975e+00,-2.35147391871477e+00
2.36591969748571e+02,-2.34045951222390e+00,-2.35563608330793e+00
2.37137370566161e+02,-2.34307437103727e+00,-2.35980481377128e+00
2.37684028662483e+02,-2.34569933280440e+00,-2.36398009698605e+00
2.38231946935864e+02,-2.34833443262101e+00,-2.36816191967799e+00
2.38781128291313e+02,-2.35097970563362e+00,-2.37235026841672e+00
2.39331575640534e+02,-2.35363518703899e+00,-2.37654512961474e+00
2.39883291901944e+02,-2.35630091208370e+00,-2.38074648952671e+00
2.40436280000689e+02,-2.35897691606366e+00,-2.38495433424857e+00
2.40990542868655e+02,-2.36166323432366e+00,-2.38916864971682e+00
2.41546083444489e+02,-2.36435990225683e+00,-2.39338942170755e+00
2.42102904673613e+02,-2.36706695530418e+00,-2.39761663583575e+00
2.42661009508237e+02,-2.36978442895409e+00,-2.40185027755440e+00
2.43220400907377e+02,-2.37251235874178e+00,-2.40609033215369e+00
2.43781081836870e+02,-2.37525078024890e+00,-2.41033678476017e+00
2.44343055269392e+02,-2.37799972910282e+00,-2.41458962033595e+00
2.44906324184470e+02,-2.38075924097627e+00,-2.41884882367782e+00
2.45470891568498e+02,-2.38352935158674e+00,-2.42311437941651e+00
2.46036760414758e+02,-2.38631009669595e+00,-2.42738627201577e+00
2.46603933723429e+02,-2.38910151210925e+00,-2.43166448577158e+00
2.47172414501608e+02,-2.39190363367518e+00,-2.43594900481136e+00
2.47742205763323e+02,-2.39471649728477e+00,-2.44023981309301e+00
2.48313310529552e+02,-2.39754013887108e+00,-2.44453689440427e+00
2.48885731828234e+02,-2.40037459440862e+00,-2.44884023236172e+00
2.49459472694290e+02,-2.40321989991263e+00,-2.45314981041002e+00
